Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,2021-02-13 00:00:00,West,California,San Francisco,Women's Street Footwear,55.00000000000001,775,426250.00000000006,127875.00000000004,0.30000000000000004,Outlet
West Gear,1128299,44241,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,775,426250.00000000006,106562.5,0.24999999999999997,Outlet
West Gear,1128299,2021-02-15 00:00:00,West,California,San Francisco,Men's Apparel,65,700,455000,204750.00000000003,0.45000000000000007,Outlet
West Gear,1128299,2021-02-16 00:00:00,West,California,San Francisco,Women's Apparel,70,800,560000,56000,0.1,Outlet
Kohl's,1189833,2021-02-17 00:00:00,West,California,San Francisco,Men's Street Footwear,35,700,245000,98000,0.4,Outlet
Kohl's,1189833,44245,West,California,San Francisco,Men's Athletic Footwear,1970-01-01 03:00:00.045000,700,315000,78750,0.25,Outlet
Kohl's,1189833,44264,West,California,San Francisco,Women's Street Footwear,45,1970-01-01 03:00:00.700000,315000,126000,0.4,Outlet
Kohl's,1189833,44265,West,California,San Francisco,Women's Athletic Footwear,45,550,1970-01-01 03:04:07.500000,86625,0.35,Outlet
Kohl's,1189833,44266,West,California,Los Angeles,Men's Apparel,50,500,250000,1970-01-01 03:02:17.500000,0.55,Outlet
Kohl's,1189833,44267,West,California,Los Angeles,Women's Apparel,45,700,315000,63000,1970-01-01 03:00:00,Outlet
Kohl's,1189833,2021-03-13 00:00:00,West,California,Los Angeles,Men's Street Footwear,35,750,262500,105000,0.4,Outlet
Kohl's,1189833,2021-03-14 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,45,650,292500,73125,0.25,Outlet
Kohl's,1189833,2021-03-15 00:00:00,West,California,Los Angeles,Women's Street Footwear,45,675,303750,121500,0.4,Outlet
Kohl's,1970-01-01 03:19:49.833000,2021-03-16 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,45,525,236250,82687.5,0.35,Outlet
Kohl's,1189833,2021-03-17 00:00:00,West,California,Los Angeles,Men's Apparel,50,450,225000,123750.00000000001,0.55,Outlet
Kohl's,1189833,44273,West,California,Los Angeles,Women's Apparel,45,650,292500,58500,0.2,Outlet
Kohl's,1189833,2021-03-19 00:00:00,West,California,Los Angeles,Men's Street Footwear,35,800,280000,112000,0.4,Outlet
Kohl's,1189833,2021-03-20 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,45,650,292500,73125,0.25,Outlet
Kohl's,1189833,2021-03-21 00:00:00,West,California,Los Angeles,Women's Street Footwear,45,650,292500,117000,0.4,Outlet
Kohl's,1189833,44277,West,California,Los Angeles,Women's Athletic Footwear,1970-01-01 03:00:00.045000,550,247500,86625,0.35,Outlet
Kohl's,1189833,44278,West,California,Los Angeles,Men's Apparel,50,1970-01-01 03:00:00.425000,212500,116875.00000000001,0.55,Outlet
Kohl's,1189833,44292,West,California,Los Angeles,Women's Apparel,45,625,1970-01-01 03:04:41.250000,56250,0.2,Outlet
Kohl's,1189833,44293,West,California,Los Angeles,Men's Street Footwear,45,800,360000,1970-01-01 03:02:24,0.4,Outlet
Kohl's,1189833,44294,West,California,Los Angeles,Men's Athletic Footwear,50,600,300000,75000,1970-01-01 03:00:00,Outlet
Kohl's,1189833,2021-04-09 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,625,312500,125000,0.4,Outlet
Kohl's,1189833,2021-04-10 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,45,525,236250,82687.5,0.35,Outlet
Kohl's,1189833,2021-04-11 00:00:00,West,California,Los Angeles,Men's Apparel,50,425,212500,116875.00000000001,0.55,Outlet
Kohl's,1970-01-01 03:19:49.833000,2021-04-12 00:00:00,West,California,Los Angeles,Women's Apparel,65,600,390000,78000,0.2,Outlet
Kohl's,1189833,2021-04-13 00:00:00,West,California,Los Angeles,Men's Street Footwear,45,800,360000,144000,0.4,Outlet
Kohl's,1189833,44300,West,California,Los Angeles,Men's Athletic Footwear,50,650,325000,81250,0.25,Outlet
Kohl's,1189833,2021-04-15 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,0.4,Outlet
Kohl's,1189833,2021-04-16 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,45,550,247500,86625,0.35,Outlet
Kohl's,1189833,2021-04-17 00:00:00,West,California,Los Angeles,Men's Apparel,50,450,225000,123750.00000000001,0.55,Outlet
Kohl's,1189833,44304,West,California,Los Angeles,Women's Apparel,1970-01-01 03:00:00.065000,625,406250,81250,0.2,Outlet
Kohl's,1189833,44305,West,California,Los Angeles,Men's Street Footwear,45,1970-01-01 03:00:00.900000,405000,162000,0.4,Outlet
Kohl's,1189833,44306,West,California,Los Angeles,Men's Athletic Footwear,50,750,1970-01-01 03:06:15,93750,0.25,Outlet
Kohl's,1189833,44307,West,California,Los Angeles,Women's Street Footwear,50,750,375000,1970-01-01 03:02:30,0.4,Outlet
Kohl's,1189833,44308,West,California,Los Angeles,Women's Athletic Footwear,45,625,281250,98437.5,1970-01-01 03:00:00,Outlet
Kohl's,1189833,2021-04-23 00:00:00,West,California,Los Angeles,Men's Apparel,50,500,250000,137500,0.55,Outlet
Kohl's,1189833,2021-04-24 00:00:00,West,California,Los Angeles,Women's Apparel,65,800,520000,104000,0.2,Outlet
Kohl's,1189833,2021-04-25 00:00:00,West,California,Los Angeles,Men's Street Footwear,45,950,427500,171000,0.4,Outlet
Kohl's,1970-01-01 03:19:49.833000,2021-04-26 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,50,800,400000,100000,0.25,Outlet
Kohl's,1189833,2021-04-27 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,750,375000,150000,0.4,Outlet
Kohl's,1189833,44314,West,California,Los Angeles,Women's Athletic Footwear,45,650,292500,102375,0.35,Outlet
Kohl's,1189833,2021-04-29 00:00:00,West,California,Los Angeles,Men's Apparel,50,700,350000,192500.00000000003,0.55,Outlet
Kohl's,1189833,2021-04-30 00:00:00,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet
Kohl's,1189833,2021-05-01 00:00:00,West,California,Los Angeles,Men's Street Footwear,50,900,450000,180000,0.4,Outlet
Kohl's,1189833,44318,West,California,Los Angeles,Men's Athletic Footwear,1970-01-01 03:00:00.055000,850,467500.00000000006,116875.00000000001,0.25,Outlet
Kohl's,1189833,44319,West,California,Los Angeles,Women's Street Footwear,50,1970-01-01 03:00:00.725000,362500,145000,0.4,Outlet
Kohl's,1189833,44320,West,California,Los Angeles,Women's Athletic Footwear,50,675,1970-01-01 03:05:37.500000,118124.99999999999,0.35,Outlet
Kohl's,1189833,44321,West,California,Los Angeles,Men's Apparel,60,675,405000,1970-01-01 03:03:42.750000,0.55,Outlet
Kohl's,1189833,44322,West,California,Los Angeles,Women's Apparel,65,650,422500,84500,1970-01-01 03:00:00,Outlet
Kohl's,1189833,2021-05-07 00:00:00,West,California,Los Angeles,Men's Street Footwear,50,850,425000,170000,0.4,Outlet
Kohl's,1189833,2021-05-08 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,850,467500.00000000006,116875.00000000001,0.25,Outlet
Kohl's,1189833,2021-05-09 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,0.4,Outlet
Kohl's,1970-01-01 03:19:49.833000,2021-05-10 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,0.35,Outlet
Kohl's,1189833,2021-05-11 00:00:00,West,California,Los Angeles,Men's Apparel,60,650,390000,214500.00000000003,0.55,Outlet
Kohl's,1189833,44328,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet
Kohl's,1189833,2021-05-13 00:00:00,West,California,Los Angeles,Men's Street Footwear,50,800,400000,160000,0.4,Outlet
Kohl's,1189833,2021-05-14 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,800,440000.00000000006,110000.00000000001,0.25,Outlet
Kohl's,1189833,2021-05-15 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,0.4,Outlet
Kohl's,1189833,44332,West,California,Los Angeles,Women's Athletic Footwear,1970-01-01 03:00:00.050000,625,312500,109375,0.35,Outlet
Kohl's,1189833,44333,West,California,Los Angeles,Men's Apparel,60,1970-01-01 03:00:00.600000,360000,198000.00000000003,0.55,Outlet
Kohl's,1189833,44334,West,California,Los Angeles,Women's Apparel,65,650,1970-01-01 03:07:02.500000,84500,0.2,Outlet
Kohl's,1189833,44335,West,California,Los Angeles,Men's Street Footwear,50,825,412500,1970-01-01 03:02:45,0.4,Outlet
Kohl's,1189833,44336,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,825,453750.00000000006,113437.50000000001,1970-01-01 03:00:00,Outlet
Kohl's,1189833,2021-05-21 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,675,337500,135000,0.4,Outlet
Kohl's,1189833,2021-05-22 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,0.35,Outlet
Kohl's,1189833,2021-05-23 00:00:00,West,California,Los Angeles,Men's Apparel,60,600,360000,198000.00000000003,0.55,Outlet
Kohl's,1970-01-01 03:19:49.833000,2021-05-24 00:00:00,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet
Kohl's,1189833,2021-05-25 00:00:00,West,California,Los Angeles,Men's Street Footwear,50,900,450000,180000,0.4,Outlet
Kohl's,1189833,44342,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,900,495000.00000000006,123750.00000000001,0.25,Outlet
Kohl's,1189833,2021-05-27 00:00:00,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,0.4,Outlet
Kohl's,1189833,2021-05-28 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,50,700,350000,122499.99999999999,0.35,Outlet
Kohl's,1189833,2021-05-29 00:00:00,West,California,Los Angeles,Men's Apparel,60,625,375000,206250.00000000003,0.55,Outlet
Kohl's,1189833,44346,West,California,Los Angeles,Women's Apparel,1970-01-01 03:00:00.065000,725,471250,94250,0.2,Outlet
Foot Locker,1185732,44347,West,California,Los Angeles,Men's Street Footwear,45,1970-01-01 03:00:00.475000,213750,85500,0.4,Outlet
Foot Locker,1185732,44348,West,California,Los Angeles,Men's Athletic Footwear,45,275,1970-01-01 03:02:03.750000,43312.5,0.35,Outlet
Foot Locker,1185732,44349,West,California,Los Angeles,Women's Street Footwear,35,275,96250,1970-01-01 03:00:33.687000,0.35,Outlet
Foot Locker,1185732,44350,West,California,Los Angeles,Women's Athletic Footwear,40,125,50000,20000,1970-01-01 03:00:00,Outlet
Foot Locker,1185732,2021-06-04 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,54.99999999999999,175,96249.99999999999,33687.49999999999,0.35,Outlet
Foot Locker,1185732,2021-06-05 00:00:00,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,0.5,Outlet
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,236250,94500,0.4,Outlet
Foot Locker,1970-01-01 03:19:45.732000,2021-06-07 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,78750,27562.5,0.35,Outlet
Foot Locker,1185732,2021-06-08 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,78750,27562.5,0.35,Outlet
Foot Locker,1185732,44356,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,40000,16000,0.4,Outlet
Foot Locker,1185732,2021-06-10 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,54.99999999999999,175,96249.99999999999,33687.49999999999,0.35,Outlet
Foot Locker,1185732,2021-06-11 00:00:00,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,0.5,Outlet
Foot Locker,1185732,2021-06-12 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,247500,99000,0.4,Outlet
Foot Locker,1185732,44360,Midwest,Illinois,Chicago,Men's Athletic Footwear,1970-01-01 03:00:00.050000,200,100000,35000,0.35,Outlet
Foot Locker,1185732,44361,Midwest,Illinois,Chicago,Women's Street Footwear,40,1970-01-01 03:00:00.225000,90000,31499.999999999996,0.35,Outlet
Foot Locker,1185732,44362,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,1970-01-01 03:00:33.750000,13500,0.4,Outlet
Foot Locker,1185732,44363,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,1970-01-01 03:00:26.250000,0.35,Outlet
Foot Locker,1185732,44364,Midwest,Illinois,Chicago,Women's Apparel,50,225,112500,56250,1970-01-01 03:00:00,Outlet
Foot Locker,1185732,2021-06-18 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,225000,90000,0.4,Outlet
Foot Locker,1185732,2021-06-19 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,150,75000,26250,0.35,Outlet
Foot Locker,1185732,2021-06-20 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,40,150,60000,21000,0.35,Outlet
Foot Locker,1970-01-01 03:19:45.732000,2021-06-21 00:00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500,0.4,Outlet
Foot Locker,1185732,2021-06-22 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,60,100,60000,21000,0.35,Outlet
Foot Locker,1185732,44370,Midwest,Illinois,Chicago,Women's Apparel,50,225,112500,56250,0.5,Outlet
Foot Locker,1185732,2021-06-24 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,297000,118800,0.4,Outlet
Foot Locker,1185732,2021-06-25 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.00000000000001,200,110000.00000000001,38500,0.35,Outlet
Foot Locker,1185732,2021-06-26 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,87500,30624.999999999996,0.35,Outlet
Foot Locker,1185732,44374,Midwest,Illinois,Chicago,Women's Athletic Footwear,1970-01-01 03:00:00.050000,100,50000,20000,0.4,Outlet
Foot Locker,1185732,44375,Midwest,Illinois,Chicago,Men's Apparel,60,1970-01-01 03:00:00.125000,75000,26250,0.35,Outlet
Foot Locker,1185732,44376,Midwest,Illinois,Chicago,Women's Apparel,65,250,1970-01-01 03:02:42.500000,81250,0.5,Outlet
Foot Locker,1185732,44377,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,250000,1970-01-01 03:01:40,0.4,Outlet
Foot Locker,1185732,44378,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,250,112500.00000000001,39375,1970-01-01 03:00:00,Outlet
Foot Locker,1185732,2021-07-02 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,80000,28000,0.35,Outlet
Foot Locker,1185732,2021-07-03 00:00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000,0.4,Outlet
Foot Locker,1185732,2021-07-04 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,50,175,87500,30624.999999999996,0.35,Outlet
Foot Locker,1970-01-01 03:19:45.732000,2021-07-05 00:00:00,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,350,192500.00000000003,96250.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-06 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,287500,115000,0.4,Outlet
Foot Locker,1185732,44384,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,325,146250.00000000003,51187.50000000001,0.35,Outlet
Foot Locker,1185732,2021-07-08 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,100000,35000,0.35,Outlet
Foot Locker,1185732,2021-07-09 00:00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,80000,32000,0.4,Outlet
Foot Locker,1185732,2021-07-10 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,50,225,112500,39375,0.35,Outlet
Foot Locker,1185732,44388,Midwest,Illinois,Chicago,Women's Apparel,1970-01-01 03:00:00.055000,400,220000.00000000003,110000.00000000001,0.5,Outlet
Foot Locker,1185732,44389,Midwest,Illinois,Chicago,Men's Street Footwear,50,1970-01-01 03:00:00.550000,275000,110000,0.4,Outlet
Foot Locker,1185732,44390,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,325,1970-01-01 03:02:26.250000,51187.50000000001,0.35,Outlet
Foot Locker,1185732,44391,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,100000,1970-01-01 03:00:35,0.35,Outlet
Foot Locker,1185732,44392,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,90000,36000,1970-01-01 03:00:00,Outlet
Foot Locker,1185732,2021-07-16 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,50,200,100000,35000,0.35,Outlet
Foot Locker,1185732,2021-07-17 00:00:00,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,375,206250.00000000003,103125.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-18 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,250000,100000,0.4,Outlet
Foot Locker,1970-01-01 03:19:45.732000,2021-07-19 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00000000000001,300,135000.00000000003,47250.00000000001,0.35,Outlet
Foot Locker,1185732,2021-07-20 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,80000,28000,0.35,Outlet
Foot Locker,1185732,44398,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000,0.4,Outlet
Foot Locker,1185732,2021-07-22 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,50,175,87500,30624.999999999996,0.35,Outlet
Foot Locker,1185732,2021-07-23 00:00:00,Midwest,Illinois,Chicago,Women's Apparel,55.00000000000001,250,137500.00000000003,68750.00000000001,0.5,Outlet
Foot Locker,1185732,2021-07-24 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,255000,102000,0.4,Outlet
Foot Locker,1185732,44402,Midwest,Illinois,Chicago,Men's Athletic Footwear,1970-01-01 03:00:00.050000,250,125000,43750,0.35,Outlet
Foot Locker,1185732,44403,Midwest,Illinois,Chicago,Women's Street Footwear,50,1970-01-01 03:00:00.150000,75000,26250,0.35,Outlet
Foot Locker,1185732,44404,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,125,1970-01-01 03:01:02.500000,25000,0.4,Outlet
Foot Locker,1185732,44405,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,1970-01-01 03:00:26.250000,0.35,Outlet
Foot Locker,1185732,44406,Midwest,Illinois,Chicago,Women's Apparel,64.99999999999999,250,162499.99999999997,81249.99999999999,1970-01-01 03:00:00,Outlet
Foot Locker,1185732,2021-07-30 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,240000,96000,0.4,Outlet
Foot Locker,1185732,2021-07-31 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,125000,43750,0.35,Outlet
Foot Locker,1185732,2021-08-01 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,50,195,97500,34125,0.35,Outlet
Foot Locker,1970-01-01 03:19:45.732000,2021-08-02 00:00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,87500,35000,0.4,Outlet
Foot Locker,1185732,2021-08-03 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,60,150,90000,31499.999999999996,0.35,Outlet
Foot Locker,1185732,44412,Midwest,Illinois,Chicago,Women's Apparel,64.99999999999999,250,162499.99999999997,81249.99999999999,0.5,Outlet
Foot Locker,1185732,2021-08-05 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,300000,120000,0.4,Outlet
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,300,150000,52500,0.35,Outlet
